unicode,emoji,cldr,cldr_link,meaning,note,unicode_text
U+1F9D9 U+1F3FB U+200D U+2640 U+FE0F,🧙🏻‍♀️,woman mage: light skin tone,woman-mage-light-skin-tone,-,"The Woman Mage: Light Skin Tone emoji is a ZWJ sequence combining 🧙 Mage, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Mage: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FC U+200D U+2640 U+FE0F,🧙🏼‍♀️,woman mage: medium-light skin tone,woman-mage-medium-light-skin-tone,-,"The Woman Mage: Medium Skin Tone emoji is a ZWJ sequence combining 🧙 Mage, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Mage: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FD U+200D U+2640 U+FE0F,🧙🏽‍♀️,woman mage: medium skin tone,woman-mage-medium-skin-tone,-,"The Woman Mage: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🧙 Mage, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Mage: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FE U+200D U+2640 U+FE0F,🧙🏾‍♀️,woman mage: medium-dark skin tone,woman-mage-medium-dark-skin-tone,-,"The Woman Mage: Dark Skin Tone emoji is a ZWJ sequence combining 🧙 Mage, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Mage: Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9D9 U+1F3FF U+200D U+2640 U+FE0F,🧙🏿‍♀️,woman mage: dark skin tone,woman-mage-dark-skin-tone,A magical humanoid creature found in myths and fantasy stories. Generally depicted as being diminutive in size and having insect-inspired wings. Previously within Windows 11 this Light Skin Tone emoji erroneously displayed the same design as 🧚 Fairy without a skin tone modifier. The Fairy: Light Skin Tone emoji is a modifier sequence combining 🧚 Fairy and 🏻 Light Skin Tone.These display as a single emoji on supported platforms.,-,Fairy: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FB,🧚🏻,fairy: light skin tone,fairy-light-skin-tone,-,"The Woman Mage: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🧙 Mage, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Mage: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FC,🧚🏼,fairy: medium-light skin tone,fairy-medium-light-skin-tone,The Fairy: Medium-Light Skin Tone emoji is a modifier sequence combining 🧚 Fairy and 🏼 Medium-Light Skin Tone.These display as a single emoji on supported platforms.,-,Fairy: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FD,🧚🏽,fairy: medium skin tone,fairy-medium-skin-tone,The Fairy: Medium-Dark Skin Tone emoji is a modifier sequence combining 🧚 Fairy and 🏾 Medium-Dark Skin Tone.These display as a single emoji on supported platforms.,-,Fairy: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FE,🧚🏾,fairy: medium-dark skin tone,fairy-medium-dark-skin-tone,The Fairy: Medium Skin Tone emoji is a modifier sequence combining 🧚 Fairy and 🏽 Medium Skin Tone.These display as a single emoji on supported platforms.,-,Fairy: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FF,🧚🏿,fairy: dark skin tone,fairy-dark-skin-tone,The Fairy: Dark Skin Tone emoji is a modifier sequence combining 🧚 Fairy and 🏿 Dark Skin Tone.These display as a single emoji on supported platforms.,-,Fairy: Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FB U+200D U+2642 U+FE0F,🧚🏻‍♂️,man fairy: light skin tone,man-fairy-light-skin-tone,-,"The Man Fairy: Light Skin Tone emoji is a ZWJ sequence combining 🧚 Fairy, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Fairy: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FC U+200D U+2642 U+FE0F,🧚🏼‍♂️,man fairy: medium-light skin tone,man-fairy-medium-light-skin-tone,-,"The Man Fairy: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🧚 Fairy, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Fairy: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FD U+200D U+2642 U+FE0F,🧚🏽‍♂️,man fairy: medium skin tone,man-fairy-medium-skin-tone,-,"The Man Fairy: Medium Skin Tone emoji is a ZWJ sequence combining 🧚 Fairy, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Fairy: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FE U+200D U+2642 U+FE0F,🧚🏾‍♂️,man fairy: medium-dark skin tone,man-fairy-medium-dark-skin-tone,-,"The Man Fairy: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🧚 Fairy, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Fairy: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FF U+200D U+2642 U+FE0F,🧚🏿‍♂️,man fairy: dark skin tone,man-fairy-dark-skin-tone,-,"The Man Fairy: Dark Skin Tone emoji is a ZWJ sequence combining 🧚 Fairy, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Fairy: Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FB U+200D U+2640 U+FE0F,🧚🏻‍♀️,woman fairy: light skin tone,woman-fairy-light-skin-tone,-,"The Woman Fairy: Light Skin Tone emoji is a ZWJ sequence combining 🧚 Fairy, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Fairy: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FC U+200D U+2640 U+FE0F,🧚🏼‍♀️,woman fairy: medium-light skin tone,woman-fairy-medium-light-skin-tone,-,"The Woman Fairy: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🧚 Fairy, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Fairy: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FD U+200D U+2640 U+FE0F,🧚🏽‍♀️,woman fairy: medium skin tone,woman-fairy-medium-skin-tone,-,"The Woman Fairy: Medium Skin Tone emoji is a ZWJ sequence combining 🧚 Fairy, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Fairy: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FE U+200D U+2640 U+FE0F,🧚🏾‍♀️,woman fairy: medium-dark skin tone,woman-fairy-medium-dark-skin-tone,-,"The Woman Fairy: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🧚 Fairy, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Fairy: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DA U+1F3FF U+200D U+2640 U+FE0F,🧚🏿‍♀️,woman fairy: dark skin tone,woman-fairy-dark-skin-tone,-,"The Woman Fairy: Dark Skin Tone emoji is a ZWJ sequence combining 🧚 Fairy, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Fairy: Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FB,🧛🏻,vampire: light skin tone,vampire-light-skin-tone,The Vampire: Light Skin Tone emoji is a modifier sequence combining 🧛 Vampire and 🏻 Light Skin Tone.These display as a single emoji on supported platforms.,-,Vampire: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FC,🧛🏼,vampire: medium-light skin tone,vampire-medium-light-skin-tone,The Vampire: Medium-Light Skin Tone emoji is a modifier sequence combining 🧛 Vampire and 🏼 Medium-Light Skin Tone.These display as a single emoji on supported platforms.,-,Vampire: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FD,🧛🏽,vampire: medium skin tone,vampire-medium-skin-tone,The Vampire: Medium Skin Tone emoji is a modifier sequence combining 🧛 Vampire and 🏽 Medium Skin Tone.These display as a single emoji on supported platforms.,-,Vampire: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FE,🧛🏾,vampire: medium-dark skin tone,vampire-medium-dark-skin-tone,The Vampire: Medium-Dark Skin Tone emoji is a modifier sequence combining 🧛 Vampire and 🏾 Medium-Dark Skin Tone.These display as a single emoji on supported platforms.,-,Vampire: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FF,🧛🏿,vampire: dark skin tone,vampire-dark-skin-tone,The Vampire: Dark Skin Tone emoji is a modifier sequence combining 🧛 Vampire and 🏿 Dark Skin Tone.These display as a single emoji on supported platforms.,-,Vampire: Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FB U+200D U+2642 U+FE0F,🧛🏻‍♂️,man vampire: light skin tone,man-vampire-light-skin-tone,-,"The Man Vampire: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🧛 Vampire, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Vampire: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FC U+200D U+2642 U+FE0F,🧛🏼‍♂️,man vampire: medium-light skin tone,man-vampire-medium-light-skin-tone,-,"The Man Vampire: Light Skin Tone emoji is a ZWJ sequence combining 🧛 Vampire, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Vampire: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FD U+200D U+2642 U+FE0F,🧛🏽‍♂️,man vampire: medium skin tone,man-vampire-medium-skin-tone,-,"The Man Vampire: Medium Skin Tone emoji is a ZWJ sequence combining 🧛 Vampire, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Vampire: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FE U+200D U+2642 U+FE0F,🧛🏾‍♂️,man vampire: medium-dark skin tone,man-vampire-medium-dark-skin-tone,-,"The Man Vampire: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🧛 Vampire, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Vampire: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FF U+200D U+2642 U+FE0F,🧛🏿‍♂️,man vampire: dark skin tone,man-vampire-dark-skin-tone,-,"The Man Vampire: Dark Skin Tone emoji is a ZWJ sequence combining 🧛 Vampire, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Man Vampire: Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FB U+200D U+2640 U+FE0F,🧛🏻‍♀️,woman vampire: light skin tone,woman-vampire-light-skin-tone,-,"The Woman Vampire: Light Skin Tone emoji is a ZWJ sequence combining 🧛 Vampire, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Vampire: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FC U+200D U+2640 U+FE0F,🧛🏼‍♀️,woman vampire: medium-light skin tone,woman-vampire-medium-light-skin-tone,-,"The Woman Vampire: Medium Skin Tone emoji is a ZWJ sequence combining 🧛 Vampire, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Vampire: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FD U+200D U+2640 U+FE0F,🧛🏽‍♀️,woman vampire: medium skin tone,woman-vampire-medium-skin-tone,-,"The Woman Vampire: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🧛 Vampire, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Vampire: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FE U+200D U+2640 U+FE0F,🧛🏾‍♀️,woman vampire: medium-dark skin tone,woman-vampire-medium-dark-skin-tone,-,"The Woman Vampire: Dark Skin Tone emoji is a ZWJ sequence combining 🧛 Vampire, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Vampire: Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DB U+1F3FF U+200D U+2640 U+FE0F,🧛🏿‍♀️,woman vampire: dark skin tone,woman-vampire-dark-skin-tone,-,"The Woman Vampire: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🧛 Vampire, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Woman Vampire: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FB,🧜🏻,merperson: light skin tone,merperson-light-skin-tone,The Merperson: Light Skin Tone emoji is a modifier sequence combining 🧜 Merperson and 🏻 Light Skin Tone.These display as a single emoji on supported platforms.,-,Merperson: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FC,🧜🏼,merperson: medium-light skin tone,merperson-medium-light-skin-tone,The Merperson: Medium-Light Skin Tone emoji is a modifier sequence combining 🧜 Merperson and 🏼 Medium-Light Skin Tone.These display as a single emoji on supported platforms.,-,Merperson: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FD,🧜🏽,merperson: medium skin tone,merperson-medium-skin-tone,The Merperson: Medium Skin Tone emoji is a modifier sequence combining 🧜 Merperson and 🏽 Medium Skin Tone.These display as a single emoji on supported platforms.,-,Merperson: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FE,🧜🏾,merperson: medium-dark skin tone,merperson-medium-dark-skin-tone,The Merperson: Medium-Dark Skin Tone emoji is a modifier sequence combining 🧜 Merperson and 🏾 Medium-Dark Skin Tone.These display as a single emoji on supported platforms.,-,Merperson: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FF,🧜🏿,merperson: dark skin tone,merperson-dark-skin-tone,-,"The Merman: Light Skin Tone emoji is a ZWJ sequence combining 🧜 Merperson, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Merman: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FB U+200D U+2642 U+FE0F,🧜🏻‍♂️,merman: light skin tone,merman-light-skin-tone,The Merperson: Dark Skin Tone emoji is a modifier sequence combining 🧜 Merperson and 🏿 Dark Skin Tone.These display as a single emoji on supported platforms.,-,Merperson: Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FC U+200D U+2642 U+FE0F,🧜🏼‍♂️,merman: medium-light skin tone,merman-medium-light-skin-tone,-,"The Merman: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🧜 Merperson, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Merman: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FD U+200D U+2642 U+FE0F,🧜🏽‍♂️,merman: medium skin tone,merman-medium-skin-tone,-,"The Merman: Medium Skin Tone emoji is a ZWJ sequence combining 🧜 Merperson, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Merman: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FE U+200D U+2642 U+FE0F,🧜🏾‍♂️,merman: medium-dark skin tone,merman-medium-dark-skin-tone,-,"The Merman: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🧜 Merperson, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Merman: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FF U+200D U+2642 U+FE0F,🧜🏿‍♂️,merman: dark skin tone,merman-dark-skin-tone,-,"The Merman: Dark Skin Tone emoji is a ZWJ sequence combining 🧜 Merperson, 🏿 Dark Skin Tone, ‍ Zero Width Joiner and ♂️ Male Sign.These display as a single emoji on supported platforms.",Merman: Dark Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FB U+200D U+2640 U+FE0F,🧜🏻‍♀️,mermaid: light skin tone,mermaid-light-skin-tone,-,"The Mermaid: Light Skin Tone emoji is a ZWJ sequence combining 🧜 Merperson, 🏻 Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Mermaid: Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FC U+200D U+2640 U+FE0F,🧜🏼‍♀️,mermaid: medium-light skin tone,mermaid-medium-light-skin-tone,-,"The Mermaid: Medium-Light Skin Tone emoji is a ZWJ sequence combining 🧜 Merperson, 🏼 Medium-Light Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Mermaid: Medium-Light Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FD U+200D U+2640 U+FE0F,🧜🏽‍♀️,mermaid: medium skin tone,mermaid-medium-skin-tone,-,"The Mermaid: Medium Skin Tone emoji is a ZWJ sequence combining 🧜 Merperson, 🏽 Medium Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Mermaid: Medium Skin Tone was added to Emoji 5.0 in 2017.
U+1F9DC U+1F3FE U+200D U+2640 U+FE0F,🧜🏾‍♀️,mermaid: medium-dark skin tone,mermaid-medium-dark-skin-tone,-,"The Mermaid: Medium-Dark Skin Tone emoji is a ZWJ sequence combining 🧜 Merperson, 🏾 Medium-Dark Skin Tone, ‍ Zero Width Joiner and ♀️ Female Sign.These display as a single emoji on supported platforms.",Mermaid: Medium-Dark Skin Tone was added to Emoji 5.0 in 2017.
